Sample Name,Target Name,CT
A30-2,16S,12.421
A30-2,A.muc,30.935
A30-2,Firmicutes,15.298
A30-2,Bacteroidetes,13.076
A30-2,Lactobucillius,32.165
A30-2,Bifido,24.029
A30-2,Parab,29.119
A30-2,16S,12.289
A30-3,A.muc,31.714
A30-3,Firmicutes,Undetermined
A30-3,Bacteroidetes,Undetermined
A30-3,Lactobucillius,Undetermined
A30-3,Bifido,Undetermined
A30-3,Parab,Undetermined
A30-3,16S,Undetermined
A30-3,A.muc,29.420
A30-3,Firmicutes,14.573
A30-3,Bacteroidetes,14.123
A30-3,Lactobucillius,34.024
A30-3,Bifido,25.281
A30-3,Parab,27.688
A30-3,16S,12.440
A30-3,A.muc,29.040
A30-3,Firmicutes,14.479
A30-3,Bacteroidetes,14.803
A30-3,Lactobucillius,34.126
A30-3,Bifido,24.367
A30-3,Parab,27.002
A30-3,16S,12.388
B1-1,A.muc,31.081
B1-1,Firmicutes,16.990
B1-1,Bacteroidetes,15.673
B1-1,Lactobucillius,39.920
B1-1,Bifido,34.908
B1-1,Parab,Undetermined
B1-1,16S,13.992
B1-1,A.muc,30.820
B1-1,Firmicutes,16.708
B1-1,Bacteroidetes,15.757
B1-1,Lactobucillius,39.399
B1-1,Bifido,32.912
B1-1,Parab,Undetermined
B1-1,16S,14.046
B1-1,A.muc,31.297
B1-1,Firmicutes,17.161
B1-1,Bacteroidetes,15.962
B1-1,Lactobucillius,36.902
B1-1,Bifido,34.171
B1-1,Parab,39.624
B1-1,16S,14.496
B1-2,A.muc,Undetermined
B1-2,Firmicutes,15.999
B1-2,Bacteroidetes,14.414
B1-2,Lactobucillius,34.504
B1-2,Bifido,33.466
B1-2,Parab,38.669
B1-2,16S,12.986
B1-2,A.muc,34.415
B1-2,Firmicutes,15.658
B1-2,Bacteroidetes,14.846
B1-2,Lactobucillius,34.400
B1-2,Bifido,31.970
B1-2,Parab,Undetermined
B1-2,16S,12.987
B1-2,A.muc,34.177
B1-2,Firmicutes,16.068
B1-2,Bacteroidetes,14.890
B1-2,Lactobucillius,34.630
B1-2,Bifido,31.978
B1-2,Parab,Undetermined
B1-2,16S,13.356
B1-3,A.muc,33.788
B1-3,Firmicutes,15.195
B1-3,Bacteroidetes,14.364
B1-3,Lactobucillius,32.400
B1-3,Bifido,31.665
B1-3,Parab,38.874
B1-3,16S,12.629
B1-3,A.muc,33.825
B1-3,Firmicutes,15.076
B1-3,Bacteroidetes,14.548
B1-3,Lactobucillius,31.196
B1-3,Bifido,30.855
B1-3,Parab,38.336
B1-3,16S,12.710
B1-3,A.muc,32.850
B1-3,Firmicutes,15.310
B1-3,Bacteroidetes,15.186
B1-3,Lactobucillius,31.709
B1-3,Bifido,29.858
B1-3,Parab,38.700
B1-3,16S,13.120
B2-1,A.muc,31.432
B2-1,Firmicutes,17.783
B2-1,Bacteroidetes,14.207
B2-1,Lactobucillius,39.814
B2-1,Bifido,22.417
B2-1,Parab,23.884
B2-1,16S,12.728
B2-1,A.muc,31.814
B2-1,Firmicutes,17.280
B2-1,Bacteroidetes,14.137
B2-1,Lactobucillius,37.890
B2-1,Bifido,22.404
B2-1,Parab,23.991
B2-1,16S,12.896
B2-1,A.muc,30.837
B2-1,Firmicutes,17.651
B2-1,Bacteroidetes,14.388
B2-1,Lactobucillius,35.329
B2-1,Bifido,22.685
B2-1,Parab,25.148
B2-1,16S,13.281
B2-2,A.muc,30.960
B2-2,Firmicutes,16.789
B2-2,Bacteroidetes,13.839
B2-2,Lactobucillius,31.429
B2-2,Bifido,20.449
B2-2,Parab,27.123
B2-2,16S,12.086
B2-2,A.muc,30.997
B2-2,Firmicutes,16.616
B2-2,Bacteroidetes,13.562
B2-2,Lactobucillius,31.515
B2-2,Bifido,20.410
B2-2,Parab,27.594
B2-2,16S,12.389
B2-2,A.muc,29.603
B2-2,Firmicutes,16.897
B2-2,Bacteroidetes,13.974
B2-2,Lactobucillius,32.093
B2-2,Bifido,20.641
B2-2,Parab,27.720
B2-2,16S,12.294
B2-3,A.muc,31.722
B2-3,Firmicutes,16.560
B2-3,Bacteroidetes,13.898
B2-3,Lactobucillius,35.441
B2-3,Bifido,18.866
B2-3,Parab,25.239
B2-3,16S,12.856
B2-3,A.muc,31.540
B2-3,Firmicutes,16.214
B2-3,Bacteroidetes,14.848
B2-3,Lactobucillius,34.860
B2-3,Bifido,18.960
B2-3,Parab,25.204
B2-3,16S,13.115
B2-3,A.muc,30.308
B2-3,Firmicutes,16.290
B2-3,Bacteroidetes,14.397
B2-3,Lactobucillius,38.029
B2-3,Bifido,19.213
B2-3,Parab,25.374
B2-3,16S,12.915
B3-1,A.muc,36.889
B3-1,Firmicutes,18.337
B3-1,Bacteroidetes,15.402
B3-1,Lactobucillius,12.434
B3-1,Bifido,24.691
B3-1,Parab,32.377
B3-1,16S,13.983
B3-1,A.muc,38.300
B3-1,Firmicutes,18.016
B3-1,Bacteroidetes,16.083
B3-1,Lactobucillius,Undetermined
B3-1,Bifido,24.989
B3-1,Parab,31.772
B3-1,16S,14.487
B3-1,A.muc,38.321
B3-1,Firmicutes,18.310
B3-1,Bacteroidetes,15.391
B3-1,Lactobucillius,Undetermined
B3-1,Bifido,25.186
B3-1,Parab,31.933
B3-1,16S,14.166
B3-2,A.muc,34.080
B3-2,Firmicutes,17.864
B3-2,Bacteroidetes,15.619
B3-2,Lactobucillius,31.165
B3-2,Bifido,23.070
B3-2,Parab,33.148
B3-2,16S,14.054
B3-2,A.muc,35.875
B3-2,Firmicutes,16.590
B3-2,Bacteroidetes,15.510
B3-2,Lactobucillius,31.530
B3-2,Bifido,23.338
B3-2,Parab,34.828
B3-2,16S,14.119
B3-2,A.muc,33.138
B3-2,Firmicutes,17.387
B3-2,Bacteroidetes,15.545
B3-2,Lactobucillius,30.587
B3-2,Bifido,23.301
B3-2,Parab,33.533
B3-2,16S,14.065
B3-3,A.muc,33.771
B3-3,Firmicutes,16.429
B3-3,Bacteroidetes,14.318
B3-3,Lactobucillius,34.425
B3-3,Bifido,21.974
B3-3,Parab,37.180
B3-3,16S,13.304
B3-3,A.muc,Undetermined
B3-3,Firmicutes,16.392
B3-3,Bacteroidetes,14.209
B3-3,Lactobucillius,34.117
B3-3,Bifido,21.562
B3-3,Parab,Undetermined
B3-3,16S,12.839
B3-3,A.muc,33.056
B3-3,Firmicutes,17.097
B3-3,Bacteroidetes,13.927
B3-3,Lactobucillius,32.997
B3-3,Bifido,21.861
B3-3,Parab,Undetermined
B3-3,16S,13.238
B4-1,A.muc,20.719
B4-1,Firmicutes,16.193
B4-1,Bacteroidetes,15.128
B4-1,Lactobucillius,27.825
B4-1,Bifido,20.482
B4-1,Parab,38.287
B4-1,16S,13.584
B4-1,A.muc,20.526
B4-1,Firmicutes,15.927
B4-1,Bacteroidetes,15.116
B4-1,Lactobucillius,27.487
B4-1,Bifido,20.521
B4-1,Parab,38.776
B4-1,16S,13.384
B4-1,A.muc,20.650
B4-1,Firmicutes,16.000
B4-1,Bacteroidetes,14.984
B4-1,Lactobucillius,27.706
B4-1,Bifido,20.480
B4-1,Parab,Undetermined
B4-1,16S,13.276
B4-2,A.muc,29.999
B4-2,Firmicutes,18.265
B4-2,Bacteroidetes,16.274
B4-2,Lactobucillius,35.732
B4-2,Bifido,19.390
B4-2,Parab,Undetermined
B4-2,16S,14.499
B4-2,A.muc,30.042
B4-2,Firmicutes,18.018
B4-2,Bacteroidetes,16.349
B4-2,Lactobucillius,Undetermined
B4-2,Bifido,19.487
B4-2,Parab,Undetermined
B4-2,16S,14.639
B4-2,A.muc,29.683
B4-2,Firmicutes,17.603
B4-2,Bacteroidetes,16.003
B4-2,Lactobucillius,Undetermined
B4-2,Bifido,19.608
B4-2,Parab,Undetermined
B4-2,16S,14.541
B4-3,A.muc,22.563
B4-3,Firmicutes,18.019
B4-3,Bacteroidetes,17.960
B4-3,Lactobucillius,38.313
B4-3,Bifido,22.861
B4-3,Parab,39.187
B4-3,16S,15.342
B4-3,A.muc,22.135
B4-3,Firmicutes,17.550
B4-3,Bacteroidetes,16.993
B4-3,Lactobucillius,35.826
B4-3,Bifido,22.646
B4-3,Parab,Undetermined
B4-3,16S,15.218
B4-3,A.muc,22.000
B4-3,Firmicutes,17.469
B4-3,Bacteroidetes,16.853
B4-3,Lactobucillius,35.705
B4-3,Bifido,22.468
B4-3,Parab,Undetermined
B4-3,16S,15.480
B5-1,A.muc,26.858
B5-1,Firmicutes,16.968
B5-1,Bacteroidetes,14.607
B5-1,Lactobucillius,37.436
B5-1,Bifido,21.390
B5-1,Parab,39.239
B5-1,16S,13.369
B5-1,A.muc,27.627
B5-1,Firmicutes,18.038
B5-1,Bacteroidetes,14.771
B5-1,Lactobucillius,35.009
B5-1,Bifido,21.392
B5-1,Parab,Undetermined
B5-1,16S,13.244
B5-1,A.muc,26.505
B5-1,Firmicutes,16.413
B5-1,Bacteroidetes,15.155
B5-1,Lactobucillius,Undetermined
B5-1,Bifido,21.426
B5-1,Parab,Undetermined
B5-1,16S,13.331
B5-2,A.muc,23.040
B5-2,Firmicutes,17.783
B5-2,Bacteroidetes,15.909
B5-2,Lactobucillius,35.464
B5-2,Bifido,20.873
B5-2,Parab,Undetermined
B5-2,16S,14.128
B5-2,A.muc,23.038
B5-2,Firmicutes,17.491
B5-2,Bacteroidetes,15.709
B5-2,Lactobucillius,34.366
B5-2,Bifido,20.989
B5-2,Parab,Undetermined
B5-2,16S,14.298
B5-2,A.muc,22.821
B5-2,Firmicutes,17.152
B5-2,Bacteroidetes,16.547
B5-2,Lactobucillius,34.272
B5-2,Bifido,20.982
B5-2,Parab,Undetermined
B5-2,16S,14.343
B5-3,A.muc,21.241
B5-3,Firmicutes,16.137
B5-3,Bacteroidetes,14.053
B5-3,Lactobucillius,33.357
B5-3,Bifido,22.550
B5-3,Parab,Undetermined
B5-3,16S,13.754
B5-3,A.muc,22.345
B5-3,Firmicutes,Undetermined
B5-3,Bacteroidetes,Undetermined
B5-3,Lactobucillius,35.828
B5-3,Bifido,37.381
B5-3,Parab,34.402
B5-3,16S,28.894
B5-3,A.muc,21.261
B5-3,Firmicutes,16.225
B5-3,Bacteroidetes,15.059
B5-3,Lactobucillius,33.363
B5-3,Bifido,22.212
B5-3,Parab,34.236
B5-3,16S,13.554
B6-1,A.muc,37.901
B6-1,Firmicutes,19.750
B6-1,Bacteroidetes,16.135
B6-1,Lactobucillius,33.115
B6-1,Bifido,31.379
B6-1,Parab,Undetermined
B6-1,16S,15.073
B6-1,A.muc,39.173
B6-1,Firmicutes,20.476
B6-1,Bacteroidetes,16.001
B6-1,Lactobucillius,33.719
B6-1,Bifido,30.981
B6-1,Parab,Undetermined
B6-1,16S,15.205
B6-1,A.muc,35.567
B6-1,Firmicutes,19.615
B6-1,Bacteroidetes,16.087
B6-1,Lactobucillius,31.826
B6-1,Bifido,30.792
B6-1,Parab,Undetermined
B6-1,16S,15.018
B6-2,A.muc,32.227
B6-2,Firmicutes,18.012
B6-2,Bacteroidetes,15.461
B6-2,Lactobucillius,Undetermined
B6-2,Bifido,30.780
B6-2,Parab,Undetermined
B6-2,16S,14.135
B6-2,A.muc,32.665
B6-2,Firmicutes,18.096
B6-2,Bacteroidetes,15.510
B6-2,Lactobucillius,38.241
B6-2,Bifido,29.717
B6-2,Parab,Undetermined
B6-2,16S,14.032
B6-2,A.muc,32.492
B6-2,Firmicutes,18.135
B6-2,Bacteroidetes,15.455
B6-2,Lactobucillius,39.870
B6-2,Bifido,30.733
B6-2,Parab,Undetermined
B6-2,16S,14.520
B6-3,A.muc,31.932
B6-3,Firmicutes,16.884
B6-3,Bacteroidetes,14.077
B6-3,Lactobucillius,32.152
B6-3,Bifido,30.007
B6-3,Parab,Undetermined
B6-3,16S,12.886
B6-3,A.muc,33.299
B6-3,Firmicutes,16.964
B6-3,Bacteroidetes,14.099
B6-3,Lactobucillius,32.206
B6-3,Bifido,29.967
B6-3,Parab,Undetermined
B6-3,16S,12.783
B6-3,A.muc,32.015
B6-3,Firmicutes,16.873
B6-3,Bacteroidetes,14.100
B6-3,Lactobucillius,31.981
B6-3,Bifido,29.905
B6-3,Parab,39.299
B6-3,16S,12.860
B7-1,A.muc,31.894
B7-1,Firmicutes,17.425
B7-1,Bacteroidetes,15.310
B7-1,Lactobucillius,32.081
B7-1,Bifido,25.994
B7-1,Parab,27.595
B7-1,16S,13.689
B7-1,A.muc,32.535
B7-1,Firmicutes,17.592
B7-1,Bacteroidetes,15.314
B7-1,Lactobucillius,31.444
B7-1,Bifido,26.136
B7-1,Parab,27.571
B7-1,16S,13.760
B7-1,A.muc,32.296
B7-1,Firmicutes,17.254
B7-1,Bacteroidetes,15.269
B7-1,Lactobucillius,31.442
B7-1,Bifido,25.984
B7-1,Parab,27.661
B7-1,16S,13.640
B7-2,A.muc,31.397
B7-2,Firmicutes,15.997
B7-2,Bacteroidetes,13.848
B7-2,Lactobucillius,27.530
B7-2,Bifido,20.183
B7-2,Parab,22.766
B7-2,16S,12.269
B7-2,A.muc,32.488
B7-2,Firmicutes,15.925
B7-2,Bacteroidetes,13.810
B7-2,Lactobucillius,27.449
B7-2,Bifido,20.002
B7-2,Parab,22.603
B7-2,16S,12.119
B7-2,A.muc,32.097
B7-2,Firmicutes,15.553
B7-2,Bacteroidetes,13.752
B7-2,Lactobucillius,27.393
B7-2,Bifido,19.921
B7-2,Parab,23.329
B7-2,16S,12.266
B7-3,A.muc,32.376
B7-3,Firmicutes,18.705
B7-3,Bacteroidetes,15.968
B7-3,Lactobucillius,33.614
B7-3,Bifido,21.850
B7-3,Parab,26.121
B7-3,16S,14.306
B7-3,A.muc,34.045
B7-3,Firmicutes,18.436
B7-3,Bacteroidetes,15.830
B7-3,Lactobucillius,34.404
B7-3,Bifido,21.632
B7-3,Parab,26.115
B7-3,16S,14.251
B7-3,A.muc,33.347
B7-3,Firmicutes,18.211
B7-3,Bacteroidetes,15.628
B7-3,Lactobucillius,34.912
B7-3,Bifido,21.589
B7-3,Parab,25.925
B7-3,16S,14.322
B8-1,A.muc,32.131
B8-1,Firmicutes,16.918
B8-1,Bacteroidetes,14.363
B8-1,Lactobucillius,38.396
B8-1,Bifido,27.305
B8-1,Parab,38.198
B8-1,16S,13.043
B8-1,A.muc,33.908
B8-1,Firmicutes,16.796
B8-1,Bacteroidetes,14.229
B8-1,Lactobucillius,38.036
B8-1,Bifido,27.426
B8-1,Parab,37.179
B8-1,16S,12.992
B8-1,A.muc,32.859
B8-1,Firmicutes,16.568
B8-1,Bacteroidetes,14.152
B8-1,Lactobucillius,37.278
B8-1,Bifido,26.927
B8-1,Parab,34.737
B8-1,16S,12.993
B8-2,A.muc,32.779
B8-2,Firmicutes,17.396
B8-2,Bacteroidetes,15.014
B8-2,Lactobucillius,38.712
B8-2,Bifido,22.872
B8-2,Parab,Undetermined
B8-2,16S,13.686
B8-2,A.muc,33.749
B8-2,Firmicutes,17.376
B8-2,Bacteroidetes,15.061
B8-2,Lactobucillius,Undetermined
B8-2,Bifido,22.844
B8-2,Parab,Undetermined
B8-2,16S,13.333
B8-2,A.muc,33.939
B8-2,Firmicutes,17.225
B8-2,Bacteroidetes,14.696
B8-2,Lactobucillius,38.978
B8-2,Bifido,22.585
B8-2,Parab,38.846
B8-2,16S,13.514
B8-3,A.muc,31.594
B8-3,Firmicutes,17.908
B8-3,Bacteroidetes,15.498
B8-3,Lactobucillius,34.114
B8-3,Bifido,20.973
B8-3,Parab,38.078
B8-3,16S,13.957
B8-3,A.muc,32.870
B8-3,Firmicutes,17.808
B8-3,Bacteroidetes,15.367
B8-3,Lactobucillius,37.610
B8-3,Bifido,20.672
B8-3,Parab,36.809
B8-3,16S,13.976
B8-3,A.muc,32.815
B8-3,Firmicutes,17.569
B8-3,Bacteroidetes,15.188
B8-3,Lactobucillius,34.365
B8-3,Bifido,20.752
B8-3,Parab,35.234
B8-3,16S,13.923
B9-1,A.muc,29.344
B9-1,Firmicutes,16.714
B9-1,Bacteroidetes,14.758
B9-1,Lactobucillius,35.980
B9-1,Bifido,25.970
B9-1,Parab,20.987
B9-1,16S,13.380
B9-1,A.muc,30.739
B9-1,Firmicutes,16.713
B9-1,Bacteroidetes,14.600
B9-1,Lactobucillius,38.539
B9-1,Bifido,25.774
B9-1,Parab,21.135
B9-1,16S,13.380
B9-1,A.muc,30.992
B9-1,Firmicutes,16.640
B9-1,Bacteroidetes,14.519
B9-1,Lactobucillius,39.050
B9-1,Bifido,25.576
B9-1,Parab,21.038
B9-1,16S,13.407
B9-2,A.muc,28.288
B9-2,Firmicutes,16.969
B9-2,Bacteroidetes,14.666
B9-2,Lactobucillius,34.033
B9-2,Bifido,26.567
B9-2,Parab,22.809
B9-2,16S,13.288
B9-2,A.muc,29.571
B9-2,Firmicutes,16.936
B9-2,Bacteroidetes,14.939
B9-2,Lactobucillius,32.989
B9-2,Bifido,26.698
B9-2,Parab,22.855
B9-2,16S,13.249
B9-2,A.muc,28.733
B9-2,Firmicutes,16.832
B9-2,Bacteroidetes,14.792
B9-2,Lactobucillius,33.139
B9-2,Bifido,26.825
B9-2,Parab,22.963
B9-2,16S,13.498
B9-3,A.muc,28.236
B9-3,Firmicutes,15.871
B9-3,Bacteroidetes,14.243
B9-3,Lactobucillius,36.933
B9-3,Bifido,23.024
B9-3,Parab,25.451
B9-3,16S,12.603
B9-3,A.muc,29.134
B9-3,Firmicutes,15.538
B9-3,Bacteroidetes,14.117
B9-3,Lactobucillius,38.081
B9-3,Bifido,22.951
B9-3,Parab,25.416
B9-3,16S,12.537
B9-3,A.muc,28.749
B9-3,Firmicutes,15.516
B9-3,Bacteroidetes,14.020
B9-3,Lactobucillius,38.156
B9-3,Bifido,22.946
B9-3,Parab,25.400
B9-3,16S,12.693
B10-1,A.muc,31.231
B10-1,Firmicutes,17.023
B10-1,Bacteroidetes,15.180
B10-1,Lactobucillius,36.025
B10-1,Bifido,22.822
B10-1,Parab,Undetermined
B10-1,16S,12.933
B10-1,A.muc,32.663
B10-1,Firmicutes,17.167
B10-1,Bacteroidetes,14.400
B10-1,Lactobucillius,Undetermined
B10-1,Bifido,22.551
B10-1,Parab,Undetermined
B10-1,16S,13.008
B10-1,A.muc,31.953
B10-1,Firmicutes,17.047
B10-1,Bacteroidetes,14.336
B10-1,Lactobucillius,35.274
B10-1,Bifido,22.411
B10-1,Parab,Undetermined
B10-1,16S,13.274
B10-2,A.muc,28.573
B10-2,Firmicutes,15.870
B10-2,Bacteroidetes,14.537
B10-2,Lactobucillius,29.075
B10-2,Bifido,17.817
B10-2,Parab,Undetermined
B10-2,16S,12.658
B10-2,A.muc,29.058
B10-2,Firmicutes,15.881
B10-2,Bacteroidetes,14.525
B10-2,Lactobucillius,29.647
B10-2,Bifido,17.618
B10-2,Parab,Undetermined
B10-2,16S,12.915
B10-2,A.muc,28.961
B10-2,Firmicutes,15.855
B10-2,Bacteroidetes,14.473
B10-2,Lactobucillius,29.122
B10-2,Bifido,17.544
B10-2,Parab,38.599
B10-2,16S,13.156
B10-3,A.muc,29.408
B10-3,Firmicutes,16.538
B10-3,Bacteroidetes,14.894
B10-3,Lactobucillius,26.340
B10-3,Bifido,20.695
B10-3,Parab,Undetermined
B10-3,16S,12.983
B10-3,A.muc,29.782
B10-3,Firmicutes,16.252
B10-3,Bacteroidetes,14.557
B10-3,Lactobucillius,26.282
B10-3,Bifido,20.494
B10-3,Parab,Undetermined
B10-3,16S,13.046
B10-3,A.muc,30.021
B10-3,Firmicutes,16.299
B10-3,Bacteroidetes,14.647
B10-3,Lactobucillius,26.356
B10-3,Bifido,20.769
B10-3,Parab,Undetermined
B10-3,16S,13.366
B11-1,A.muc,32.526
B11-1,Firmicutes,16.936
B11-1,Bacteroidetes,15.620
B11-1,Lactobucillius,35.306
B11-1,Bifido,25.578
B11-1,Parab,26.844
B11-1,16S,13.779
B11-1,A.muc,32.298
B11-1,Firmicutes,16.812
B11-1,Bacteroidetes,15.095
B11-1,Lactobucillius,36.545
B11-1,Bifido,25.011
B11-1,Parab,26.357
B11-1,16S,13.398
B11-1,A.muc,33.111
B11-1,Firmicutes,16.908
B11-1,Bacteroidetes,15.160
B11-1,Lactobucillius,35.955
B11-1,Bifido,24.981
B11-1,Parab,26.417
B11-1,16S,13.658
B11-2,A.muc,32.209
B11-2,Firmicutes,16.934
B11-2,Bacteroidetes,15.894
B11-2,Lactobucillius,37.015
B11-2,Bifido,23.620
B11-2,Parab,24.585
B11-2,16S,13.933
B11-2,A.muc,32.137
B11-2,Firmicutes,16.476
B11-2,Bacteroidetes,15.832
B11-2,Lactobucillius,35.995
B11-2,Bifido,23.324
B11-2,Parab,24.048
B11-2,16S,13.854
B11-2,A.muc,33.494
B11-2,Firmicutes,16.714
B11-2,Bacteroidetes,15.710
B11-2,Lactobucillius,35.564
B11-2,Bifido,23.633
B11-2,Parab,24.135
B11-2,16S,14.174
B11-3,A.muc,33.340
B11-3,Firmicutes,17.487
B11-3,Bacteroidetes,15.150
B11-3,Lactobucillius,33.564
B11-3,Bifido,24.271
B11-3,Parab,28.298
B11-3,16S,14.428
B11-3,A.muc,34.343
B11-3,Firmicutes,17.979
B11-3,Bacteroidetes,15.902
B11-3,Lactobucillius,36.212
B11-3,Bifido,25.263
B11-3,Parab,29.191
B11-3,16S,14.854
B11-3,A.muc,33.089
B11-3,Firmicutes,17.920
B11-3,Bacteroidetes,15.924
B11-3,Lactobucillius,36.444
B11-3,Bifido,25.157
B11-3,Parab,28.646
B11-3,16S,14.716
B12-1,A.muc,29.725
B12-1,Firmicutes,15.173
B12-1,Bacteroidetes,14.344
B12-1,Lactobucillius,33.867
B12-1,Bifido,18.419
B12-1,Parab,34.658
B12-1,16S,13.063
B12-1,A.muc,29.157
B12-1,Firmicutes,15.329
B12-1,Bacteroidetes,14.915
B12-1,Lactobucillius,36.458
B12-1,Bifido,18.729
B12-1,Parab,38.989
B12-1,16S,13.120
B12-1,A.muc,29.132
B12-1,Firmicutes,15.089
B12-1,Bacteroidetes,14.871
B12-1,Lactobucillius,36.005
B12-1,Bifido,18.833
B12-1,Parab,36.502
B12-1,16S,13.191
B12-2,A.muc,27.964
B12-2,Firmicutes,15.076
B12-2,Bacteroidetes,13.972
B12-2,Lactobucillius,36.960
B12-2,Bifido,17.997
B12-2,Parab,39.107
B12-2,16S,12.337
B12-2,A.muc,28.181
B12-2,Firmicutes,15.146
B12-2,Bacteroidetes,14.159
B12-2,Lactobucillius,36.593
B12-2,Bifido,18.067
B12-2,Parab,Undetermined
B12-2,16S,12.423
B12-2,A.muc,28.527
B12-2,Firmicutes,15.232
B12-2,Bacteroidetes,14.115
B12-2,Lactobucillius,38.656
B12-2,Bifido,18.093
B12-2,Parab,38.415
B12-2,16S,12.531
B12-3,A.muc,30.514
B12-3,Firmicutes,17.640
B12-3,Bacteroidetes,16.367
B12-3,Lactobucillius,32.490
B12-3,Bifido,21.280
B12-3,Parab,37.435
B12-3,16S,15.394
B12-3,A.muc,31.712
B12-3,Firmicutes,17.232
B12-3,Bacteroidetes,16.279
B12-3,Lactobucillius,33.061
B12-3,Bifido,21.182
B12-3,Parab,37.337
B12-3,16S,14.855
B12-3,A.muc,31.591
B12-3,Firmicutes,17.031
B12-3,Bacteroidetes,16.050
B12-3,Lactobucillius,32.878
B12-3,Bifido,21.091
B12-3,Parab,38.313
B12-3,16S,15.083
B13-1,A.muc,29.962
B13-1,Firmicutes,15.755
B13-1,Bacteroidetes,14.288
B13-1,Lactobucillius,38.074
B13-1,Bifido,15.989
B13-1,Parab,25.036
B13-1,16S,12.609
B13-1,A.muc,31.215
B13-1,Firmicutes,15.426
B13-1,Bacteroidetes,14.260
B13-1,Lactobucillius,Undetermined
B13-1,Bifido,16.118
B13-1,Parab,25.226
B13-1,16S,12.648
B13-1,A.muc,30.623
B13-1,Firmicutes,15.576
B13-1,Bacteroidetes,14.293
B13-1,Lactobucillius,Undetermined
B13-1,Bifido,16.066
B13-1,Parab,25.134
B13-1,16S,12.865
B13-2,A.muc,28.971
B13-2,Firmicutes,15.863
B13-2,Bacteroidetes,13.951
B13-2,Lactobucillius,34.923
B13-2,Bifido,15.707
B13-2,Parab,24.879
B13-2,16S,12.302
B13-2,A.muc,29.373
B13-2,Firmicutes,15.640
B13-2,Bacteroidetes,13.929
B13-2,Lactobucillius,34.701
B13-2,Bifido,15.997
B13-2,Parab,25.930
B13-2,16S,12.699
B13-2,A.muc,30.041
B13-2,Firmicutes,15.622
B13-2,Bacteroidetes,13.897
B13-2,Lactobucillius,33.627
B13-2,Bifido,15.726
B13-2,Parab,24.976
B13-2,16S,12.453
B13-3,A.muc,31.073
B13-3,Firmicutes,17.401
B13-3,Bacteroidetes,15.869
B13-3,Lactobucillius,36.874
B13-3,Bifido,21.991
B13-3,Parab,25.935
B13-3,16S,14.462
B13-3,A.muc,31.763
B13-3,Firmicutes,17.087
B13-3,Bacteroidetes,15.688
B13-3,Lactobucillius,35.201
B13-3,Bifido,21.879
B13-3,Parab,25.562
B13-3,16S,14.483
B13-3,A.muc,32.600
B13-3,Firmicutes,17.155
B13-3,Bacteroidetes,15.674
B13-3,Lactobucillius,34.022
B13-3,Bifido,21.800
B13-3,Parab,25.641
B13-3,16S,14.508
B14-1,A.muc,33.384
B14-1,Firmicutes,17.122
B14-1,Bacteroidetes,13.357
B14-1,Lactobucillius,34.183
B14-1,Bifido,32.634
B14-1,Parab,Undetermined
B14-1,16S,12.122
B14-1,A.muc,33.933
B14-1,Firmicutes,17.027
B14-1,Bacteroidetes,13.625
B14-1,Lactobucillius,34.660
B14-1,Bifido,31.762
B14-1,Parab,Undetermined
B14-1,16S,12.569
B14-1,A.muc,33.913
B14-1,Firmicutes,17.054
B14-1,Bacteroidetes,13.470
B14-1,Lactobucillius,36.701
B14-1,Bifido,31.390
B14-1,Parab,39.160
B14-1,16S,12.427
B14-2,A.muc,33.549
B14-2,Firmicutes,16.509
B14-2,Bacteroidetes,14.000
B14-2,Lactobucillius,37.932
B14-2,Bifido,22.193
B14-2,Parab,Undetermined
B14-2,16S,12.960
B14-2,A.muc,32.510
B14-2,Firmicutes,16.363
B14-2,Bacteroidetes,13.952
B14-2,Lactobucillius,35.091
B14-2,Bifido,22.193
B14-2,Parab,Undetermined
B14-2,16S,12.713
B14-2,A.muc,33.517
B14-2,Firmicutes,16.465
B14-2,Bacteroidetes,13.949
B14-2,Lactobucillius,37.050
B14-2,Bifido,22.099
B14-2,Parab,39.758
B14-2,16S,13.006
B14-3,A.muc,32.177
B14-3,Firmicutes,16.326
B14-3,Bacteroidetes,13.745
B14-3,Lactobucillius,35.185
B14-3,Bifido,25.008
B14-3,Parab,34.946
B14-3,16S,12.750
B14-3,A.muc,32.055
B14-3,Firmicutes,16.601
B14-3,Bacteroidetes,13.645
B14-3,Lactobucillius,34.869
B14-3,Bifido,24.794
B14-3,Parab,Undetermined
B14-3,16S,12.603
B14-3,A.muc,34.900
B14-3,Firmicutes,16.603
B14-3,Bacteroidetes,13.692
B14-3,Lactobucillius,35.801
B14-3,Bifido,24.642
B14-3,Parab,38.421
B14-3,16S,12.869
B16-1,A.muc,31.004
B16-1,Firmicutes,17.095
B16-1,Bacteroidetes,14.354
B16-1,Lactobucillius,35.124
B16-1,Bifido,26.030
B16-1,Parab,30.565
B16-1,16S,13.135
B16-1,A.muc,31.106
B16-1,Firmicutes,17.070
B16-1,Bacteroidetes,14.318
B16-1,Lactobucillius,35.121
B16-1,Bifido,25.905
B16-1,Parab,30.296
B16-1,16S,12.989
B16-1,A.muc,31.635
B16-1,Firmicutes,17.104
B16-1,Bacteroidetes,14.255
B16-1,Lactobucillius,36.114
B16-1,Bifido,25.780
B16-1,Parab,30.912
B16-1,16S,13.181
B16-2,A.muc,29.859
