Sample Name,Target Name,CT
,Parab,Undetermined
,16S,29.931
C1-1,A.muc,28.789
C1-1,Firmicutes,16.438
C1-1,Bacteroidetes,15.138
C1-1,Lactobucillius,34.373
C1-1,Bifido,20.343
C1-1,Parab,37.154
C1-1,16S,13.359
C1-1,A.muc,28.241
C1-1,Firmicutes,16.220
C1-1,Bacteroidetes,14.883
C1-1,Lactobucillius,31.913
C1-1,Bifido,20.645
C1-1,Parab,38.523
C1-1,16S,13.605
C1-1,A.muc,28.380
C1-1,Firmicutes,16.099
C1-1,Bacteroidetes,14.935
C1-1,Lactobucillius,31.980
C1-1,Bifido,20.283
C1-1,Parab,36.986
C1-1,16S,13.462
C1-2,A.muc,31.629
C1-2,Firmicutes,17.848
C1-2,Bacteroidetes,15.764
C1-2,Lactobucillius,35.520
C1-2,Bifido,24.273
C1-2,Parab,38.064
C1-2,16S,13.966
C1-2,A.muc,31.161
C1-2,Firmicutes,17.651
C1-2,Bacteroidetes,15.655
C1-2,Lactobucillius,32.675
C1-2,Bifido,24.317
C1-2,Parab,39.979
C1-2,16S,14.337
C1-2,A.muc,30.668
C1-2,Firmicutes,17.554
C1-2,Bacteroidetes,15.580
C1-2,Lactobucillius,34.045
C1-2,Bifido,24.253
C1-2,Parab,38.587
C1-2,16S,14.885
C1-3,A.muc,30.710
C1-3,Firmicutes,15.987
C1-3,Bacteroidetes,15.115
C1-3,Lactobucillius,29.402
C1-3,Bifido,21.737
C1-3,Parab,35.836
C1-3,16S,13.247
C1-3,A.muc,30.318
C1-3,Firmicutes,15.511
C1-3,Bacteroidetes,14.727
C1-3,Lactobucillius,28.963
C1-3,Bifido,21.495
C1-3,Parab,36.169
C1-3,16S,13.396
C1-3,A.muc,30.590
C1-3,Firmicutes,15.459
C1-3,Bacteroidetes,14.833
C1-3,Lactobucillius,28.874
C1-3,Bifido,21.552
C1-3,Parab,36.686
C1-3,16S,13.482
C2-1,A.muc,30.370
C2-1,Firmicutes,18.330
C2-1,Bacteroidetes,16.951
C2-1,Lactobucillius,28.054
C2-1,Bifido,23.986
C2-1,Parab,Undetermined
C2-1,16S,14.951
C2-1,A.muc,30.464
C2-1,Firmicutes,18.265
C2-1,Bacteroidetes,16.061
C2-1,Lactobucillius,27.559
C2-1,Bifido,23.868
C2-1,Parab,38.742
C2-1,16S,15.234
C2-1,A.muc,29.983
C2-1,Firmicutes,18.047
C2-1,Bacteroidetes,16.003
C2-1,Lactobucillius,27.415
C2-1,Bifido,23.925
C2-1,Parab,37.790
C2-1,16S,15.786
C2-2,A.muc,31.456
C2-2,Firmicutes,17.715
C2-2,Bacteroidetes,15.832
C2-2,Lactobucillius,37.191
C2-2,Bifido,26.620
C2-2,Parab,39.365
C2-2,16S,13.586
C2-2,A.muc,30.997
C2-2,Firmicutes,17.274
C2-2,Bacteroidetes,15.519
C2-2,Lactobucillius,33.598
C2-2,Bifido,26.954
C2-2,Parab,39.797
C2-2,16S,14.252
C2-2,A.muc,30.916
C2-2,Firmicutes,16.869
C2-2,Bacteroidetes,15.307
C2-2,Lactobucillius,33.439
C2-2,Bifido,26.336
C2-2,Parab,38.066
C2-2,16S,14.750
C2-3,A.muc,34.997
C2-3,Firmicutes,17.932
C2-3,Bacteroidetes,17.266
C2-3,Lactobucillius,Undetermined
C2-3,Bifido,24.814
C2-3,Parab,38.113
C2-3,16S,14.915
C2-3,A.muc,33.497
C2-3,Firmicutes,17.340
C2-3,Bacteroidetes,16.802
C2-3,Lactobucillius,34.881
C2-3,Bifido,24.543
C2-3,Parab,Undetermined
C2-3,16S,15.244
C2-3,A.muc,33.898
C2-3,Firmicutes,17.397
C2-3,Bacteroidetes,17.005
C2-3,Lactobucillius,34.685
C2-3,Bifido,24.668
C2-3,Parab,Undetermined
C2-3,16S,15.412
C3-1,A.muc,22.460
C3-1,Firmicutes,16.764
C3-1,Bacteroidetes,14.394
C3-1,Lactobucillius,35.090
C3-1,Bifido,23.131
C3-1,Parab,27.981
C3-1,16S,11.969
C3-1,A.muc,21.988
C3-1,Firmicutes,16.587
C3-1,Bacteroidetes,14.061
C3-1,Lactobucillius,39.169
C3-1,Bifido,22.981
C3-1,Parab,28.400
C3-1,16S,13.087
C3-1,A.muc,22.336
C3-1,Firmicutes,16.510
C3-1,Bacteroidetes,14.190
C3-1,Lactobucillius,34.912
C3-1,Bifido,23.152
C3-1,Parab,28.232
C3-1,16S,13.204
C3-2,A.muc,32.511
C3-2,Firmicutes,17.559
C3-2,Bacteroidetes,16.953
C3-2,Lactobucillius,28.984
C3-2,Bifido,17.685
C3-2,Parab,34.855
C3-2,16S,12.706
C3-2,A.muc,32.595
C3-2,Firmicutes,17.161
C3-2,Bacteroidetes,16.587
C3-2,Lactobucillius,28.564
C3-2,Bifido,17.801
C3-2,Parab,Undetermined
C3-2,16S,13.449
C3-2,A.muc,32.381
C3-2,Firmicutes,17.124
C3-2,Bacteroidetes,16.494
C3-2,Lactobucillius,28.398
C3-2,Bifido,17.999
C3-2,Parab,35.707
C3-2,16S,13.614
C3-3,A.muc,32.226
C3-3,Firmicutes,16.498
C3-3,Bacteroidetes,13.105
C3-3,Lactobucillius,33.512
C3-3,Bifido,17.978
C3-3,Parab,36.088
C3-3,16S,12.045
C3-3,A.muc,31.714
C3-3,Firmicutes,16.299
C3-3,Bacteroidetes,13.188
C3-3,Lactobucillius,32.941
C3-3,Bifido,18.157
C3-3,Parab,Undetermined
C3-3,16S,12.161
C3-3,A.muc,31.529
C3-3,Firmicutes,16.302
C3-3,Bacteroidetes,13.149
C3-3,Lactobucillius,33.259
C3-3,Bifido,18.153
C3-3,Parab,36.966
C3-3,16S,12.202
C4-1,A.muc,29.388
C4-1,Firmicutes,16.510
C4-1,Bacteroidetes,15.452
C4-1,Lactobucillius,35.711
C4-1,Bifido,19.053
C4-1,Parab,26.331
C4-1,16S,14.086
C4-1,A.muc,29.464
C4-1,Firmicutes,16.376
C4-1,Bacteroidetes,15.551
C4-1,Lactobucillius,37.016
C4-1,Bifido,19.231
C4-1,Parab,26.423
C4-1,16S,14.037
C4-1,A.muc,29.001
C4-1,Firmicutes,16.286
C4-1,Bacteroidetes,15.465
C4-1,Lactobucillius,34.365
C4-1,Bifido,19.306
C4-1,Parab,26.303
C4-1,16S,14.119
C4-2,A.muc,25.625
C4-2,Firmicutes,15.110
C4-2,Bacteroidetes,14.862
C4-2,Lactobucillius,38.359
C4-2,Bifido,18.646
C4-2,Parab,24.517
C4-2,16S,13.126
C4-2,A.muc,25.435
C4-2,Firmicutes,14.861
C4-2,Bacteroidetes,14.653
C4-2,Lactobucillius,36.696
C4-2,Bifido,18.867
C4-2,Parab,24.431
C4-2,16S,13.412
C4-2,A.muc,25.439
C4-2,Firmicutes,14.873
C4-2,Bacteroidetes,14.807
C4-2,Lactobucillius,35.493
C4-2,Bifido,18.888
C4-2,Parab,24.535
C4-2,16S,13.094
C4-3,A.muc,28.936
C4-3,Firmicutes,15.193
C4-3,Bacteroidetes,13.897
C4-3,Lactobucillius,33.388
C4-3,Bifido,18.302
C4-3,Parab,26.430
C4-3,16S,12.758
C4-3,A.muc,29.141
C4-3,Firmicutes,14.915
C4-3,Bacteroidetes,13.892
C4-3,Lactobucillius,32.959
C4-3,Bifido,18.484
C4-3,Parab,26.195
C4-3,16S,12.510
C4-3,A.muc,29.115
C4-3,Firmicutes,14.828
C4-3,Bacteroidetes,14.074
C4-3,Lactobucillius,34.407
C4-3,Bifido,18.328
C4-3,Parab,27.097
C4-3,16S,12.669
C5-1,A.muc,24.648
C5-1,Firmicutes,17.753
C5-1,Bacteroidetes,15.989
C5-1,Lactobucillius,34.060
C5-1,Bifido,29.146
C5-1,Parab,39.457
C5-1,16S,14.471
C5-1,A.muc,24.708
C5-1,Firmicutes,17.232
C5-1,Bacteroidetes,15.742
C5-1,Lactobucillius,36.240
C5-1,Bifido,30.516
C5-1,Parab,33.155
C5-1,16S,14.354
C5-1,A.muc,24.537
C5-1,Firmicutes,17.451
C5-1,Bacteroidetes,15.660
C5-1,Lactobucillius,35.177
C5-1,Bifido,30.975
C5-1,Parab,35.044
C5-1,16S,14.492
C5-2,A.muc,15.619
C5-2,Firmicutes,14.713
C5-2,Bacteroidetes,13.997
C5-2,Lactobucillius,34.307
C5-2,Bifido,27.283
C5-2,Parab,24.083
C5-2,16S,12.104
C5-2,A.muc,15.356
C5-2,Firmicutes,14.445
C5-2,Bacteroidetes,13.833
C5-2,Lactobucillius,35.003
C5-2,Bifido,27.976
C5-2,Parab,24.031
C5-2,16S,12.087
C5-2,A.muc,15.344
C5-2,Firmicutes,14.403
C5-2,Bacteroidetes,13.677
C5-2,Lactobucillius,32.258
C5-2,Bifido,27.949
C5-2,Parab,24.136
C5-2,16S,12.099
C5-3,A.muc,18.210
C5-3,Firmicutes,14.990
C5-3,Bacteroidetes,14.025
C5-3,Lactobucillius,33.926
C5-3,Bifido,26.844
C5-3,Parab,23.127
C5-3,16S,12.439
C5-3,A.muc,17.850
C5-3,Firmicutes,14.685
C5-3,Bacteroidetes,13.964
C5-3,Lactobucillius,33.223
C5-3,Bifido,27.047
C5-3,Parab,23.065
C5-3,16S,11.985
C5-3,A.muc,17.915
C5-3,Firmicutes,14.788
C5-3,Bacteroidetes,13.624
C5-3,Lactobucillius,33.506
C5-3,Bifido,27.004
C5-3,Parab,23.195
C5-3,16S,12.762
C6-1,A.muc,30.258
C6-1,Firmicutes,17.204
C6-1,Bacteroidetes,13.708
C6-1,Lactobucillius,31.117
C6-1,Bifido,20.223
C6-1,Parab,Undetermined
C6-1,16S,12.384
C6-1,A.muc,30.707
C6-1,Firmicutes,17.025
C6-1,Bacteroidetes,13.473
C6-1,Lactobucillius,31.423
C6-1,Bifido,20.616
C6-1,Parab,37.456
C6-1,16S,12.764
C6-1,A.muc,30.525
C6-1,Firmicutes,16.923
C6-1,Bacteroidetes,13.773
C6-1,Lactobucillius,32.055
C6-1,Bifido,20.697
C6-1,Parab,Undetermined
C6-1,16S,12.855
C6-2,A.muc,28.838
C6-2,Firmicutes,17.029
C6-2,Bacteroidetes,14.714
C6-2,Lactobucillius,33.029
C6-2,Bifido,21.695
C6-2,Parab,Undetermined
C6-2,16S,13.174
C6-2,A.muc,28.883
C6-2,Firmicutes,16.847
C6-2,Bacteroidetes,14.261
C6-2,Lactobucillius,33.495
C6-2,Bifido,21.902
C6-2,Parab,Undetermined
C6-2,16S,13.298
C6-2,A.muc,28.440
C6-2,Firmicutes,16.721
C6-2,Bacteroidetes,14.264
C6-2,Lactobucillius,33.232
C6-2,Bifido,21.814
C6-2,Parab,Undetermined
C6-2,16S,13.344
C6-3,A.muc,29.677
C6-3,Firmicutes,15.373
C6-3,Bacteroidetes,13.459
C6-3,Lactobucillius,27.857
C6-3,Bifido,20.239
C6-3,Parab,38.521
C6-3,16S,12.182
C6-3,A.muc,29.604
C6-3,Firmicutes,15.011
C6-3,Bacteroidetes,13.389
C6-3,Lactobucillius,28.034
C6-3,Bifido,20.247
C6-3,Parab,39.746
C6-3,16S,12.330
C6-3,A.muc,29.334
C6-3,Firmicutes,15.038
C6-3,Bacteroidetes,13.419
C6-3,Lactobucillius,28.233
C6-3,Bifido,20.287
C6-3,Parab,Undetermined
C6-3,16S,12.733
C7-1,A.muc,32.875
C7-1,Firmicutes,15.586
C7-1,Bacteroidetes,14.862
C7-1,Lactobucillius,34.558
C7-1,Bifido,25.162
C7-1,Parab,Undetermined
C7-1,16S,13.037
C7-1,A.muc,32.034
C7-1,Firmicutes,15.318
C7-1,Bacteroidetes,14.864
C7-1,Lactobucillius,Undetermined
C7-1,Bifido,25.580
C7-1,Parab,Undetermined
C7-1,16S,12.977
C7-1,A.muc,32.645
C7-1,Firmicutes,15.257
C7-1,Bacteroidetes,14.651
C7-1,Lactobucillius,36.261
C7-1,Bifido,25.434
C7-1,Parab,Undetermined
C7-1,16S,13.093
C7-2,A.muc,33.955
C7-2,Firmicutes,17.366
C7-2,Bacteroidetes,15.616
C7-2,Lactobucillius,36.922
C7-2,Bifido,27.421
C7-2,Parab,Undetermined
C7-2,16S,13.502
C7-2,A.muc,34.418
C7-2,Firmicutes,17.085
C7-2,Bacteroidetes,14.875
C7-2,Lactobucillius,Undetermined
C7-2,Bifido,27.902
C7-2,Parab,Undetermined
C7-2,16S,13.785
C7-2,A.muc,33.851
C7-2,Firmicutes,17.144
C7-2,Bacteroidetes,14.912
C7-2,Lactobucillius,38.147
C7-2,Bifido,27.234
C7-2,Parab,Undetermined
C7-2,16S,13.974
C7-3,A.muc,33.862
C7-3,Firmicutes,16.371
C7-3,Bacteroidetes,15.425
C7-3,Lactobucillius,33.261
C7-3,Bifido,26.351
C7-3,Parab,Undetermined
C7-3,16S,13.916
C7-3,A.muc,34.410
C7-3,Firmicutes,16.261
C7-3,Bacteroidetes,15.455
C7-3,Lactobucillius,38.894
C7-3,Bifido,26.470
C7-3,Parab,39.995
C7-3,16S,14.142
C7-3,A.muc,34.397
C7-3,Firmicutes,16.168
C7-3,Bacteroidetes,15.609
C7-3,Lactobucillius,38.585
C7-3,Bifido,26.540
C7-3,Parab,Undetermined
C7-3,16S,14.263
C8-1,A.muc,25.221
C8-1,Firmicutes,16.384
C8-1,Bacteroidetes,15.174
C8-1,Lactobucillius,34.167
C8-1,Bifido,28.074
C8-1,Parab,25.021
C8-1,16S,13.519
C8-1,A.muc,25.179
C8-1,Firmicutes,15.898
C8-1,Bacteroidetes,15.177
C8-1,Lactobucillius,34.769
C8-1,Bifido,28.630
C8-1,Parab,25.074
C8-1,16S,13.686
C8-1,A.muc,25.263
C8-1,Firmicutes,15.995
C8-1,Bacteroidetes,15.262
C8-1,Lactobucillius,Undetermined
C8-1,Bifido,29.249
C8-1,Parab,25.299
C8-1,16S,13.938
C8-2,A.muc,30.916
C8-2,Firmicutes,15.921
C8-2,Bacteroidetes,14.374
C8-2,Lactobucillius,33.751
C8-2,Bifido,29.968
C8-2,Parab,24.456
C8-2,16S,12.824
C8-2,A.muc,30.939
C8-2,Firmicutes,15.697
C8-2,Bacteroidetes,14.175
C8-2,Lactobucillius,34.795
C8-2,Bifido,30.110
C8-2,Parab,24.564
C8-2,16S,12.906
C8-2,A.muc,30.053
C8-2,Firmicutes,15.412
C8-2,Bacteroidetes,14.202
C8-2,Lactobucillius,35.502
C8-2,Bifido,30.509
C8-2,Parab,24.854
C8-2,16S,13.000
C8-3,A.muc,Undetermined
C8-3,Firmicutes,Undetermined
C8-3,Bacteroidetes,Undetermined
C8-3,Lactobucillius,Undetermined
C8-3,Bifido,Undetermined
C8-3,Parab,Undetermined
C8-3,16S,Undetermined
C8-3,A.muc,Undetermined
C8-3,Firmicutes,Undetermined
C8-3,Bacteroidetes,Undetermined
C8-3,Lactobucillius,Undetermined
C8-3,Bifido,Undetermined
C8-3,Parab,Undetermined
C8-3,16S,Undetermined
C8-3,A.muc,Undetermined
C8-3,Firmicutes,Undetermined
C8-3,Bacteroidetes,Undetermined
C8-3,Lactobucillius,Undetermined
C8-3,Bifido,Undetermined
C8-3,Parab,Undetermined
C8-3,16S,Undetermined
C9-1,A.muc,24.428
C9-1,Firmicutes,16.873
C9-1,Bacteroidetes,15.715
C9-1,Lactobucillius,35.191
C9-1,Bifido,22.420
C9-1,Parab,Undetermined
C9-1,16S,14.247
C9-1,A.muc,24.324
C9-1,Firmicutes,16.361
C9-1,Bacteroidetes,15.751
C9-1,Lactobucillius,37.443
C9-1,Bifido,22.864
C9-1,Parab,Undetermined
C9-1,16S,14.044
C9-1,A.muc,24.656
C9-1,Firmicutes,16.524
C9-1,Bacteroidetes,15.624
C9-1,Lactobucillius,36.901
C9-1,Bifido,22.859
C9-1,Parab,37.439
C9-1,16S,14.389
C9-2,A.muc,22.874
C9-2,Firmicutes,15.657
C9-2,Bacteroidetes,14.326
C9-2,Lactobucillius,33.373
C9-2,Bifido,22.835
C9-2,Parab,Undetermined
C9-2,16S,13.035
C9-2,A.muc,22.915
C9-2,Firmicutes,15.160
C9-2,Bacteroidetes,14.344
C9-2,Lactobucillius,34.914
C9-2,Bifido,23.182
C9-2,Parab,Undetermined
C9-2,16S,12.806
C9-2,A.muc,22.886
C9-2,Firmicutes,15.353
C9-2,Bacteroidetes,14.150
C9-2,Lactobucillius,34.398
C9-2,Bifido,23.189
C9-2,Parab,36.416
C9-2,16S,13.090
C9-3,A.muc,21.934
C9-3,Firmicutes,14.877
C9-3,Bacteroidetes,14.423
C9-3,Lactobucillius,31.412
C9-3,Bifido,21.306
C9-3,Parab,Undetermined
C9-3,16S,12.598
C9-3,A.muc,21.394
C9-3,Firmicutes,14.336
C9-3,Bacteroidetes,14.121
C9-3,Lactobucillius,31.945
C9-3,Bifido,21.603
C9-3,Parab,39.469
C9-3,16S,12.691
C9-3,A.muc,21.716
C9-3,Firmicutes,14.156
C9-3,Bacteroidetes,14.123
C9-3,Lactobucillius,31.914
C9-3,Bifido,21.649
C9-3,Parab,39.256
C9-3,16S,12.367
C10-1,A.muc,27.030
C10-1,Firmicutes,17.567
C10-1,Bacteroidetes,15.581
C10-1,Lactobucillius,34.864
C10-1,Bifido,25.284
C10-1,Parab,29.928
C10-1,16S,14.719
C10-1,A.muc,27.054
C10-1,Firmicutes,17.166
C10-1,Bacteroidetes,15.670
C10-1,Lactobucillius,38.624
C10-1,Bifido,25.489
C10-1,Parab,29.052
C10-1,16S,14.151
C10-1,A.muc,27.074
C10-1,Firmicutes,17.130
C10-1,Bacteroidetes,15.775
C10-1,Lactobucillius,37.435
C10-1,Bifido,25.493
C10-1,Parab,29.868
C10-1,16S,14.379
C10-2,A.muc,20.510
C10-2,Firmicutes,14.687
C10-2,Bacteroidetes,13.559
C10-2,Lactobucillius,33.672
C10-2,Bifido,22.051
C10-2,Parab,25.103
C10-2,16S,12.122
C10-2,A.muc,20.266
C10-2,Firmicutes,14.005
C10-2,Bacteroidetes,13.523
C10-2,Lactobucillius,34.837
C10-2,Bifido,22.276
C10-2,Parab,24.774
C10-2,16S,11.574
C10-2,A.muc,20.284
C10-2,Firmicutes,14.009
C10-2,Bacteroidetes,13.489
C10-2,Lactobucillius,34.925
C10-2,Bifido,21.723
C10-2,Parab,24.977
C10-2,16S,11.725
C10-3,A.muc,26.649
C10-3,Firmicutes,18.647
C10-3,Bacteroidetes,17.046
C10-3,Lactobucillius,36.474
C10-3,Bifido,23.569
C10-3,Parab,28.830
C10-3,16S,15.541
C10-3,A.muc,26.699
C10-3,Firmicutes,17.929
C10-3,Bacteroidetes,16.870
C10-3,Lactobucillius,37.754
C10-3,Bifido,23.788
C10-3,Parab,28.425
C10-3,16S,15.216
C10-3,A.muc,26.633
C10-3,Firmicutes,17.946
C10-3,Bacteroidetes,16.707
C10-3,Lactobucillius,36.924
C10-3,Bifido,23.866
C10-3,Parab,28.529
C10-3,16S,15.193
C11-1,A.muc,21.982
C11-1,Firmicutes,15.945
C11-1,Bacteroidetes,14.158
C11-1,Lactobucillius,Undetermined
C11-1,Bifido,21.692
C11-1,Parab,Undetermined
C11-1,16S,13.085
C11-1,A.muc,21.654
C11-1,Firmicutes,15.130
C11-1,Bacteroidetes,14.379
C11-1,Lactobucillius,Undetermined
C11-1,Bifido,22.038
C11-1,Parab,Undetermined
C11-1,16S,12.701
C11-1,A.muc,21.707
C11-1,Firmicutes,15.229
C11-1,Bacteroidetes,14.344
C11-1,Lactobucillius,Undetermined
C11-1,Bifido,22.113
C11-1,Parab,36.253
C11-1,16S,12.413
C11-2,A.muc,28.724
C11-2,Firmicutes,16.332
C11-2,Bacteroidetes,13.731
C11-2,Lactobucillius,36.851
C11-2,Bifido,22.328
C11-2,Parab,39.862
C11-2,16S,12.577
C11-2,A.muc,28.943
C11-2,Firmicutes,15.668
C11-2,Bacteroidetes,13.646
C11-2,Lactobucillius,36.773
C11-2,Bifido,22.784
C11-2,Parab,38.334
C11-2,16S,12.305
C11-2,A.muc,28.679
C11-2,Firmicutes,15.437
C11-2,Bacteroidetes,13.640
C11-2,Lactobucillius,Undetermined
C11-2,Bifido,22.797
C11-2,Parab,38.253
C11-2,16S,12.387
C11-3,A.muc,33.169
C11-3,Firmicutes,17.926
C11-3,Bacteroidetes,17.589
C11-3,Lactobucillius,36.436
C11-3,Bifido,23.295
C11-3,Parab,Undetermined
C11-3,16S,15.956
C11-3,A.muc,33.339
C11-3,Firmicutes,17.198
C11-3,Bacteroidetes,17.113
C11-3,Lactobucillius,37.315
C11-3,Bifido,23.665
C11-3,Parab,Undetermined
C11-3,16S,15.379
C11-3,A.muc,33.069
C11-3,Firmicutes,17.172
C11-3,Bacteroidetes,17.129
C11-3,Lactobucillius,Undetermined
C11-3,Bifido,23.566
C11-3,Parab,Undetermined
C11-3,16S,15.449
C12-1,A.muc,24.511
C12-1,Firmicutes,18.310
C12-1,Bacteroidetes,14.599
C12-1,Lactobucillius,35.793
C12-1,Bifido,23.625
C12-1,Parab,28.612
C12-1,16S,13.633
C12-1,A.muc,24.217
C12-1,Firmicutes,17.991
C12-1,Bacteroidetes,14.679
C12-1,Lactobucillius,34.780
C12-1,Bifido,23.953
C12-1,Parab,28.209
C12-1,16S,13.285
C12-1,A.muc,24.106
C12-1,Firmicutes,17.915
C12-1,Bacteroidetes,14.625
C12-1,Lactobucillius,34.793
C12-1,Bifido,23.854
C12-1,Parab,28.665
C12-1,16S,13.541
C12-2,A.muc,28.952
C12-2,Firmicutes,15.987
C12-2,Bacteroidetes,13.315
C12-2,Lactobucillius,33.726
C12-2,Bifido,23.863
C12-2,Parab,28.285
C12-2,16S,12.271
C12-2,A.muc,28.318
C12-2,Firmicutes,15.634
C12-2,Bacteroidetes,13.119
C12-2,Lactobucillius,36.518
C12-2,Bifido,24.245
C12-2,Parab,27.940
C12-2,16S,11.874
C12-2,A.muc,28.614
C12-2,Firmicutes,15.616
C12-2,Bacteroidetes,13.122
C12-2,Lactobucillius,37.384
C12-2,Bifido,24.274
C12-2,Parab,27.700
C12-2,16S,11.944
C12-3,A.muc,28.591
C12-3,Firmicutes,18.300
C12-3,Bacteroidetes,16.869
C12-3,Lactobucillius,37.491
C12-3,Bifido,25.649
C12-3,Parab,30.209
C12-3,16S,15.062
C12-3,A.muc,28.124
C12-3,Firmicutes,17.413
C12-3,Bacteroidetes,15.917
C12-3,Lactobucillius,37.576
C12-3,Bifido,25.203
C12-3,Parab,30.278
C12-3,16S,14.312
C12-3,A.muc,27.965
C12-3,Firmicutes,17.352
C12-3,Bacteroidetes,15.634
C12-3,Lactobucillius,38.194
C12-3,Bifido,25.258
C12-3,Parab,30.121
C12-3,16S,14.349
C13-1,A.muc,28.075
C13-1,Firmicutes,14.973
C13-1,Bacteroidetes,13.487
C13-1,Lactobucillius,34.474
C13-1,Bifido,18.855
C13-1,Parab,23.225
C13-1,16S,12.384
C13-1,A.muc,27.696
C13-1,Firmicutes,14.360
C13-1,Bacteroidetes,13.466
C13-1,Lactobucillius,33.980
C13-1,Bifido,18.941
C13-1,Parab,22.686
C13-1,16S,12.047
C13-1,A.muc,27.806
C13-1,Firmicutes,14.152
C13-1,Bacteroidetes,13.235
C13-1,Lactobucillius,34.818
C13-1,Bifido,18.814
C13-1,Parab,22.670
C13-1,16S,11.986
C13-2,A.muc,30.337
C13-2,Firmicutes,15.143
C13-2,Bacteroidetes,15.207
C13-2,Lactobucillius,33.557
C13-2,Bifido,19.021
C13-2,Parab,22.249
C13-2,16S,13.475
C13-2,A.muc,29.438
C13-2,Firmicutes,14.480
C13-2,Bacteroidetes,15.156
C13-2,Lactobucillius,33.614
C13-2,Bifido,19.061
C13-2,Parab,21.946
C13-2,16S,13.208
C13-2,A.muc,29.571
C13-2,Firmicutes,14.474
C13-2,Bacteroidetes,15.090
C13-2,Lactobucillius,32.506
C13-2,Bifido,19.153
C13-2,Parab,21.839
C13-2,16S,12.964
C13-3,A.muc,28.978
C13-3,Firmicutes,14.434
C13-3,Bacteroidetes,12.780
C13-3,Lactobucillius,33.851
C13-3,Bifido,20.017
C13-3,Parab,25.082
C13-3,16S,11.504
C13-3,A.muc,27.564
C13-3,Firmicutes,13.941
C13-3,Bacteroidetes,12.595
C13-3,Lactobucillius,32.930
C13-3,Bifido,19.711
C13-3,Parab,24.781
C13-3,16S,11.383
C13-3,A.muc,28.101
C13-3,Firmicutes,13.842
C13-3,Bacteroidetes,12.942
C13-3,Lactobucillius,34.615
C13-3,Bifido,20.180
C13-3,Parab,25.099
C13-3,16S,11.671
C14-1,A.muc,29.694
C14-1,Firmicutes,15.592
C14-1,Bacteroidetes,14.282
C14-1,Lactobucillius,31.316
C14-1,Bifido,20.345
C14-1,Parab,31.750
C14-1,16S,12.920
C14-1,A.muc,29.859
C14-1,Firmicutes,14.929
C14-1,Bacteroidetes,14.232
C14-1,Lactobucillius,32.023
C14-1,Bifido,20.600
C14-1,Parab,29.515
C14-1,16S,12.493
C14-1,A.muc,29.689
C14-1,Firmicutes,14.914
C14-1,Bacteroidetes,14.222
C14-1,Lactobucillius,33.100
C14-1,Bifido,20.656
C14-1,Parab,29.940
C14-1,16S,12.505
C14-2,A.muc,28.312
C14-2,Firmicutes,14.338
C14-2,Bacteroidetes,13.207
C14-2,Lactobucillius,33.390
C14-2,Bifido,25.802
C14-2,Parab,25.021
C14-2,16S,11.873
C14-2,A.muc,28.047
C14-2,Firmicutes,14.268
C14-2,Bacteroidetes,13.216
C14-2,Lactobucillius,34.094
C14-2,Bifido,25.628
C14-2,Parab,24.948
C14-2,16S,11.901
C14-2,A.muc,29.462
C14-2,Firmicutes,14.718
C14-2,Bacteroidetes,13.236
C14-2,Lactobucillius,33.581
C14-2,Bifido,25.703
C14-2,Parab,24.752
C14-2,16S,11.549
C14-3,A.muc,30.810
C14-3,Firmicutes,15.148
C14-3,Bacteroidetes,14.296
C14-3,Lactobucillius,34.836
C14-3,Bifido,23.895
C14-3,Parab,29.032
C14-3,16S,13.048
C14-3,A.muc,30.499
C14-3,Firmicutes,15.006
C14-3,Bacteroidetes,14.247
C14-3,Lactobucillius,34.748
C14-3,Bifido,23.875
C14-3,Parab,28.622
C14-3,16S,12.831
C14-3,A.muc,31.789
C14-3,Firmicutes,15.403
C14-3,Bacteroidetes,14.190
C14-3,Lactobucillius,36.003
C14-3,Bifido,23.842
C14-3,Parab,28.487
C14-3,16S,12.640
C15-1,A.muc,27.929
C15-1,Firmicutes,15.309
C15-1,Bacteroidetes,14.927
C15-1,Lactobucillius,34.061
C15-1,Bifido,25.702
C15-1,Parab,Undetermined
C15-1,16S,13.182
C15-1,A.muc,27.714
C15-1,Firmicutes,15.269
C15-1,Bacteroidetes,14.752
C15-1,Lactobucillius,35.409
C15-1,Bifido,25.743
C15-1,Parab,38.075
C15-1,16S,13.071
C15-1,A.muc,28.364
C15-1,Firmicutes,15.688
C15-1,Bacteroidetes,14.957
C15-1,Lactobucillius,36.815
C15-1,Bifido,25.592
C15-1,Parab,37.088
C15-1,16S,12.917
C15-2,A.muc,30.782
C15-2,Firmicutes,18.383
C15-2,Bacteroidetes,15.695
C15-2,Lactobucillius,34.091
C15-2,Bifido,28.318
C15-2,Parab,38.335
C15-2,16S,14.630
C15-2,A.muc,31.121
C15-2,Firmicutes,18.282
C15-2,Bacteroidetes,15.677
C15-2,Lactobucillius,34.646
C15-2,Bifido,27.622
C15-2,Parab,39.203
C15-2,16S,14.239
C15-2,A.muc,32.086
C15-2,Firmicutes,18.776
C15-2,Bacteroidetes,15.995
C15-2,Lactobucillius,33.105
C15-2,Bifido,27.917
C15-2,Parab,37.688
C15-2,16S,14.269
C15-3,A.muc,32.768
C15-3,Firmicutes,20.267
C15-3,Bacteroidetes,17.734
C15-3,Lactobucillius,38.338
C15-3,Bifido,25.610
C15-3,Parab,Undetermined
C15-3,16S,16.940
